onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
3649.760	1.280	ERZAEHLER	1	speech	regular	HS	Er marschiert auf Wesley zu.	
3651.160	2.400	ERZAEHLER	1	speech	regular	AND	Stürzt sich auf ihn und fällt mit ihm über einen Tisch.	
3656.600	7.080	JENNY	1	speech	commanding	address;imperative	Forrest, hör auf damit!	
3658.800	0.640	JENNY	1	speech	commanding	imperative	Hör auf!	
3659.480	1.240	ERZAEHLER	1	speech	regular	HS	Er prügelt auf Wesley ein.	
3661.480	0.840	JENNY	1	speech	regular	address	Forrest	
3662.880	0.360	JENNY	1	speech	commanding	imperative	Hör auf!	
3664.360	0.640	JENNY	1	speech	commanding	imperative	Hör auf!	
3665.120	0.800	ERZAEHLER	1	speech	regular	HS	Sie zieht ihn weg.	
3666.360	0.400	WESLEY	1	non	regular	none	Errch	
3667.240	1.280	ERZAEHLER	1	speech	regular	HS	Wesley rappelt sich hoch.	
3668.600	0.960	ERZAEHLER	1	speech	regular;addendum	HS	fasst sich ins Gesicht.	
3669.600	1.480	ERZAEHLER	1	speech	regular;addendum	HS	und sieht auf seine blutigen Hände.	
3672.160	1.000	WESLEY	1	non	regular	none	ooooooohh	##kein non-speech i.e.S.###
3673.520	4.760	WESLEY	1	speech	regular	HS	Hätt ich dich bloß nicht mitgenommen.	
3675.640	2.520	WESLEY	1	speech	commanding	HS;NS	Ich hätte es wissen müssen, es kommt nur Scheisse und Suff dabei raus!	
3680.360	1.520	FORREST	1	speech	regular	HS	Er darf dich nicht schlagen.	
3681.960	0.560	FORREST	1	speech	regular	address	Jenny	
3683.560	1.440	ERZAEHLER	1	speech	regular	HS	Ein Schwarzer hält die Tür auf.	
3685.240	1.480	ERZAEHLER	1	speech	regular	HS	Andere haben ihre Waffen gezogen.	
3687.600	0.480	JENNY	1	speech	commanding	imperative	Komm jetzt!	
3688.120	0.560	JENNY	1	speech	regular	address	Forrest	
3689.280	1.000	ERZAEHLER	1	speech	regular	HS	Er sieht zum Anführer.	
3690.560	2.520	ERZAEHLER	1	speech	regular	HS	Der klopft sich mit dem Revolver auf die schwarze Lederjacke.	
3695.080	2.800	FORREST	1	speech	regular	HS;HS	Tut mir Leid. Ich wollte eure Black Panther Party nicht stören.	
3698.280	2.800	ERZAEHLER	1	speech	regular	HS	Vor dem Weißen Haus geht Jenny mit ihm an einem Friedensmarsch vorbei.	
3700.280	14.640	CROWD	0	singing	regular	foreign	“Where Have All the Flowers Gone?”	###
3701.440	1.680	JENNY	1	speech	regular	HS;NS	Er meint es nicht ernst, wenn er sowas tut.	
3703.160	0.520	JENNY	1	speech	regular;addendum	none	Ehrlich nicht	
3703.720	1.160	FORREST	1	speech	regular	HS	Ich würde dir nie wehtun.	
3704.920	0.360	FORREST	1	speech	regular	address	Jenny	
3707.640	0.920	JENNY	1	speech	regular	HS	Ja, das weiß ich.	
3708.600	0.560	JENNY	1	speech	regular	address	Forrest	
3709.360	2.120	ERZAEHLER	1	speech	regular	HS	Die Demonstranten halten Kerzen in den Händen.	
3711.680	1.160	FORREST	1	speech	regular	HS	Ich möchte gern dein...	
3713.280	1.080	FORREST	1	speech	regular;addendum	HS	...fester Freund sein.	
3714.920	56.640	THE YOUNGBLOODS	0	song	regular		“Get Together”	
3716.160	1.800	ERZAEHLER	1	speech	regular	HS	Im Gehen sehen sie sich kurz in die Augen.	
3718.200	1.120	ERZAEHLER	1	speech	regular	HS	Jenny senkt den Blick.	
3721.760	1.440	ERZAEHLER	1	speech	regular	HS	Sie wischt über Forrests Ärmel.	
3724.240	1.600	JENNY	1	speech	regular	HS	Diese Uniform ist wirklich irre.	
3725.880	0.480	JENNY	1	speech	regular	address	Forrest	
3728.000	1.320	JENNY	1	speech	regular	HS	Du siehst gut damit aus.	
3730.120	0.880	JENNY	1	speech	regular	none	Ganz ehrlich	
3732.440	0.760	JENNY	1	non	regular	none	uhmpf	
3735.000	0.640	FORREST	1	speech	asking	question	Weißt du was?	
3735.720	0.480	JENNY	1	speech	asking	none	Was	
3740.120	1.360	FORREST	1	speech	regular	none;NS	Schön, dass wir beide hier sind.	
3741.520	1.240	FORREST	1	speech	regular;addendum	NS	Hier in unserer Hauptstadt	
3743.160	1.480	ERZAEHLER	1	speech	regular	HS	Jenny hakt sich bei ihm unter.	
3745.440	0.760	JENNY	1	speech	regular	HS	Das find ich auch.	
3746.240	0.480	JENNY	1	speech	regular	address	Forrest	
3747.200	1.960	FORREST (V.O.)	1	speech	regular	HS	Wir sind die ganze Nacht spazieren gegangen.	
3748.880	3.000	JENNY	0	speech	regular	HS	Ich muss dir was erzählen. Also, Du kannst dir gar nicht vorstellen, was hier los ist.	
3749.200	0.880	FORREST (V.O.)	1	speech	regular	none	Jenny und ich	
3750.320	1.480	FORREST (V.O.)	1	speech	regular;addendum	HS	Und einfach nur geredet.	
3752.000	0.960	ERZAEHLER	1	speech	regular	none	Jenny beim Trampen	
3753.160	3.360	FORREST (V.O.)	1	speech	regular	HS;NS	Sie hat mir erzählt, wie viele Reisen sie gemacht hat.	indirekte Rede
3756.680	3.640	FORREST (V.O.)	1	speech	regular;addendum	NS;NS2	Und was für Wege sie entdeckt hat, um ihr Bewusstsein zu erweitern.	indirekte Rede
3760.200	0.880	ERZAEHLER	1	speech	regular	HS	Sie nimmt LSD.	
3761.120	2.360	FORREST (V.O.)	1	speech	regular	NS;NS2	Wie sie gelernt hat, in Harmonie zu leben.	
3764.280	2.280	FORREST (V.O.)	1	speech	regular	HS	Das muss irgendwo im Westen sein.	
3766.760	1.880	FORREST (V.O.)	1	speech	regular;addendum	HS	Denn sie war bis nach Kalifornien gekommen.	
3768.680	2.320	ERZAEHLER	1	speech	regular	none	Als Straßenmusikant auf dem 'Walk of Fame' in Hollywood	
3771.040	0.280	YOUNG HIPPIE	1	speech	regular	address	Hey	
3771.520	1.360	ERZAEHLER	1	speech	regular	none	Ein Langhaariger mit VW-Käfer	
3772.920	51.640	SCOTT MCKENZIE	1	song	regular		“San Francisco”	
3773.120	1.600	YOUNG HIPPIE	1	speech	asking	question	Will einer mit nach San Francisco?	
3775.440	0.640	JENNY	1	speech	regular	none	Ja, ich	
3776.720	0.720	YOUNG HIPPIE	1	speech	exclamation	none	Wahnsinn	
3778.920	60.760	FORREST (V.O.)	1	speech	regular	incomplete	Diese Nacht...	
3780.360	2.200	FORREST (V.O.)	1	speech	regular	completion	...war für uns beide eine ganz besondere Nacht.	
3782.800	2.240	FORREST (V.O.)	1	speech	regular	HS;NS	Ich hab mir gewünscht, dass sie nie zu Ende geht.	
3785.120	0.440	ERZAEHLER	1	speech	regular	none	Morgens	
3785.560	1.600	FORREST	1	speech	regular	HS;NS	Ich wünschte, Du würdest nicht gehen.	
3787.200	0.480	FORREST	1	speech	regular	address	Jenny	
3787.760	1.080	ERZAEHLER	1	speech	regular	none	An einem alten Bus.	
3789.080	0.920	JENNY	1	speech	regular	HS	Ich muss gehen.	
3790.040	0.640	JENNY	0	speech	regular	address	Forrest	
3790.800	1.360	ERZAEHLER	1	speech	regular	HS	Zögernd nähert sich Wesley.	
3792.200	0.360	WESLEY	1	speech	regular	address	Jenny	
3794.960	1.920	WESLEY	1	speech	regular	HS	Gestern ist alles ein bisschen außer Kontrolle geraten.	
3797.800	3.000	WESLEY	1	speech	regular	HS	Schuld ist der Krieg und der scheiss Lügner, der blöde Johnson.	
3801.080	1.480	ERZAEHLER	1	speech	regular	HS	Jenny hält den Blick gesenkt.	
3802.960	1.320	WESLEY	1	speech	regular	HS	Ich wollte dir nicht wehtun.	
3805.000	0.680	WESLEY	1	speech	regular	HS	Das weißt du doch.	
3805.920	1.200	ERZAEHLER	1	speech	regular	HS	Sie blickt ihn grimmig an.	
3809.040	1.040	FORREST	1	speech	asking	HS;NS	Weißt du, was ich denke?	
3812.280	0.840	FORREST	1	speech	regular	HS	Ich denke...	
3814.520	2.840	FORREST	1	speech	regular	NS	...Du solltest wieder nach Hause gehen, nach Greenbow Alabama!	
3818.280	1.480	ERZAEHLER	1	speech	regular	HS	Er starrt Wesley böse an.	
3820.120	2.480	ERZAEHLER	1	speech	regular	AND	Der geht ein paar Schritte rückwärts und wendet sich kurz ab.	
3824.600	50.720	OST	0	song	instrumental			
3827.360	0.760	JENNY	1	speech	regular	address	Forrest	
3829.760	2.280	JENNY	1	speech	regular	HS	Wir beide leben in zwei verschiedenen Welten.	
3835.760	4.560	ERZAEHLER	1	speech	regular	HS	Forrest öffnet das blaue Band seiner goldenen Tapferkeitsmedaille mit fünfzackigem Stern.	
3841.280	0.880	FORREST	1	speech	regular	HS	Ich möchte dir...	
3843.080	0.720	FORREST	1	speech	regular;addendum	none	...das hier geben.	
3843.840	0.480	FORREST	1	speech	regular	address	Jenny	
3844.640	1.400	ERZAEHLER	1	speech	regular	HS	Er legt sie in ihre Hand.	
3848.760	0.440	JENNY	1	speech	regular	address	Forrest	
3849.240	1.160	JENNY	1	speech	regular	HS	Die kann ich nicht behalten.	
3852.440	0.320	FORREST	1	speech	regular	none	Doch	
3852.800	0.360	FORREST	1	speech	regular	incomplete	Ich...	
3853.800	0.080	FORREST	1	non	regular	none	eh	
3853.960	0.640	FORREST	1	speech	regular	HS	Ich hab sie nur,...	
3855.000	1.880	FORREST	1	speech	regular;addendum	NS;NS2	...weil ich gemacht hab, was du gesagt hast.	
3858.560	1.280	JENNY	1	speech	asking	question	Warum bist du so gut zu mir?	
3862.240	1.000	FORREST	1	speech	regular	HS	Du bist mein Mädchen.	
3865.440	1.440	JENNY	1	speech	regular	HS	Ich werd immer dein Mädchen sein.	
3867.320	0.960	ERZAEHLER	1	speech	regular	HS	Sie umarmt ihn.	
3873.040	1.760	ERZAEHLER	1	speech	regular	HS	Jenny geht mit Wesley zur Bustür.	
3875.320	35.120	THE BYRDS	1	song	regular		“Turn! Turn! Turn!”	
3879.600	2.000	ERZAEHLER	1	speech	regular	HS	Beim Einsteigen lächelt sie Forrest an.	
3881.960	0.960	ERZAEHLER	1	speech	regular	HS	Er lächelt zurück. 	
3883.280	1.680	ERZAEHLER	1	speech	regular	HS	Wesley sieht nochmal ernst zu ihm. 	
3885.240	2.040	ERZAEHLER	1	speech	regular	HS	Forrest kneift finster die Augen zusammen.	
3895.240	2.520	ERZAEHLER	1	speech	regular	AND	Jenny klopft gegen die Heckscheibe und winkt Forrest zu.	
3901.680	1.800	ERZAEHLER	1	speech	regular	HS	Sie macht das v-förmige 'Peace'-Zeichen.	
3903.680	0.840	ERZAEHLER	1	speech	regular	HS	Er erwidert es.	
3906.160	0.840	FORREST (V.O.)	1	speech	regular	HS	Dann war sie weg.	
3907.760	0.720	FORREST (V.O.)	1	speech	regular;addendum	none	...einfach so	
3909.280	1.280	FORREST (V.O.)	1	speech	regular;addendum	none	...wieder weg aus meinem Leben	
3910.440	31.000	THE 5TH DIMENSION	0	song	regular	0	“Aquarius/Let the Sunshine In”	
3910.880	1.400	ERZAEHLER	1	speech	regular	none	Die Mondlandung im Fernsehen	
3912.360	2.040	NEIL ARMSTRONG	1	broadcast	regular	foreign	That's one small step for man,	
3914.640	1.880	ERZAEHLER	1	speech	regular	HS	Das Gerät steht in einem Klinik-Aufenthaltsraum.	
3916.560	2.400	NEIL ARMSTRONG	1	speech	regular	foreign	One giant leap for mankind.	
3919.040	1.120	ERZAEHLER	1	speech	regular	HS	Die Stühle davor sind leer.	
3920.240	4.320	ERZAEHLER	1	speech	regular	HS;NS	Personal und Patienten gucken Forrest zu, der allein mit zwei Schlägern und drei Bällen Pingpong spielt.	
3924.600	2.360	FORREST (V.O.)	1	speech	regular	HS;NS	Ich hatte gedacht, ich muss zurück nach Vietnam.	
3927.120	4.680	FORREST (V.O.)	1	speech	regular	HS;NS;NS2	Aber stattdessen hatte man beschlossen, dass ich die Kommunisten am besten bekämpfen kann, wenn ich PingPong spiele.	
3931.960	4.480	FORREST (V.O.)	1	speech	regular	AND;NS	Also kam ich zu einer Sondereinheit und reiste im Land herum, um die vielen Verwundeten aufzumuntern	
3936.480	2.560	FORREST (V.O.)	1	speech	regular;addendum	NS;NS2	und um ihnen zu zeigen, wie man Ping Pong spielt.	
3939.800	6.040	FORREST	1	speech	regular	HS;NS	Ich war so gut, dasss ich ein paar Jahre danach auf Beschluss der Army in der Amerikanischen PingPong Nationalmannschaft spielte.	
3941.480	20.880	THREE DOG NIGHT	0	song	regular		“Joy Of The World”	
3945.960	4.240	FORREST (V.O.)	1	speech	regular	HS;NS;HS	Wir waren die ersten Amerikaner, die das Land China besuchten, seit ner Millionen Jahre oder so.	
3950.720	1.720	FORREST (V.O.)	1	speech	regular;addendum	HS	Deswegen hat auch irgendjemand gesagt,...	
3952.480	2.120	FORREST (V.O.)	1	speech	regular	NS	...der Weltfrieden läge in unseren Händen.	indirekte Rede
3954.640	1.720	FORREST (V.O.)	1	speech	regular	HS	Tz, dabei hab ich doch nur Ping Pong gespielt.	
3956.720	1.000	FORREST (V.O.)	1	speech	regular	NS	Als ich wieder nach Haus kam,...	
3958.200	1.880	FORREST	1	speech	regular	HS	...da war ich eine nationale Berühmtheit.	
3960.280	2.040	FORREST	1	speech	regular	HS	Ich war sogar noch berühmter als Pinoccio.	
3962.920	1.640	DICK CAVETT	1	speech	regular	HS	Und hier ist er, Forrest Gump.	
3964.600	0.560	DICK CAVETT	1	speech	regular	HS	Hier ist er.	
3965.080	10.600	OST	1	song	instrumental			#Einleitungsmusik für die Talkshow#
3965.240	1.840	ERZAEHLER	1	speech	regular	HS	Der Talkmaster Dick Cavett steht auf.	###setting ggf. eher###
3967.200	4.000	ERZAEHLER	1	speech	regular	HS	Forrest kommt in einem dunkelblauen Zweireiher mit Nationalmannschaftsemblem zu ihm.	
3971.560	0.760	DICK CAVETT	0	speech	regular	address	Mr. Gump	
3972.680	0.760	DICK CAVETT	0	speech	commanding	imperative	Setzen sie sich!	
3975.200	0.560	DICK CAVETT	1	non	regular	none	mhmhmhm	
3975.800	0.840	DICK CAVETT	1	speech	regular	address	Forrest Gump	
3976.680	0.720	DICK CAVETT	1	speech	regular	none	John Lennon	
3978.160	1.040	JOHN LENNON	1	speech	regular	none	Willkommen in der Heimat.	
3978.960	1.480	DICK CAVETT	1	speech	regular	HS	Muss ja ne tolle Reise gewesen sein.	
3980.480	0.720	DICK CAVETT	1	speech	asking	question	Können sie uns...	
3981.240	0.480	DICK CAVETT	1	non	regular	none	mhmhmhmhm	
3982.160	1.160	DICK CAVETT	1	speech	regular	HS;NS	...erzählen, wie China war.	
3983.560	1.000	ERZAEHLER	1	speech	regular	HS	John Lennon raucht.	
3984.360	0.240	FORREST	1	non	regular	none	uhm	
3985.280	0.200	FORREST	1	non	regular	none	eh	
3985.840	1.360	FORREST	1	speech	regular	incomplete	In dem Land China...	
3988.280	2.560	FORREST	1	speech	regular	completion	...da, da haben die Leute so gut wie gar nichts.	
3990.760	1.600	JOHN LENNON	1	speech	asking	question;NS	Sie, Sie meinen, Sie besitzen nichts?	
3992.680	1.760	ERZAEHLER	1	speech	regular	HS	Forrest blickt John Lennon irritiert an.	
3992.680	1.400	STUDIO AUDIENCE	1	non	regular	none	hahahahahaha	#movie#
3995.280	1.080	FORREST	1	speech	regular	incomplete	Und ich China...	
3997.040	1.440	FORREST	1	speech	regular	completion	...da gehen sie nie in die Kirche.	
3999.520	1.200	JOHN LENNON	1	speech	regular	none	Also auch keine Religion	
4003.120	1.120	DICK CAVETT	1	speech	regular	HS	Das ist ja kaum zu glauben.	
4004.440	1.360	JOHN LENNON	1	speech	regular	NS;HS	Wenn du dir Mühe gibst, geht es.	
4005.840	0.320	JOHN LENNON	1	speech	regular	address	Dick	
4008.240	1.160	FORREST (V.O.)	1	speech	regular	incomplete	Ein Paar Jahre später,...	
4009.800	2.600	FORREST (V.O.)	1	speech	regular	completion	...da war der nette, Junge Mann aus England auf dem weg nach Hause.	
4012.440	3.640	FORREST (V.O.)	1	speech	regular	AND	Er wollte zu seinem kleinen Sohn und als er ein paar Autogramme gab,...	#grammar#
4016.320	1.120	FORREST (V.O.)	1	speech	regular	NS	...hat ihn jemand erschossen,...	#grammar#
4017.680	1.760	FORREST (V.O.)	1	speech	regular;addendum	none	...ohne irgendeinen besonderen Grund.	
4020.120	1.360	ERZAEHLER	1	speech	regular	HS	Forrest verlässt das Gebäude.	
4021.640	0.440	ERZAEHLER	1	speech	regular	none	Hinter ihm	
4022.080	4.400	LT. DAN	1	speech	regular	HS	Und dir haben sie tatsächlich die Tapferkeitsmedallie verliehen.	
4027.440	1.400	FORREST	1	speech	regular	HS	Das ist doch Lt. Dan.	
4029.640	1.920	ERZAEHLER	1	speech	regular	AND	Der sitzt im Rollstuhl und hat lange Haare.	
4032.360	1.120	FORREST	1	speech	regular	address	Lt. Dan	
4033.920	4.960	LT. DAN	1	speech	regular	HS	Und dir haben sie die Tapferkeitsmedallie verliehen.	
4039.920	1.440	FORREST	1	speech	regular	address;HS	Ja Sir, das haben sie getan.	
4041.280	1.200	LT. DAN	1	speech	regular	HS	Dir haben sie sie gegeben.	###audacity###
4043.280	1.280	LT. DAN	1	speech	regular	HS	Du bist ein Schwachkopf.	
4045.280	1.000	LT. DAN	1	speech	regular	HS	Du bist ein Idiot.	
4046.320	5.880	LT. DAN	1	speech	regular	AND	Du trittst im Fernsehen auf und machst dich da zum Narren von den Augen der gesamten verdammten Nation.	
4052.680	2.680	LT. DAN	1	speech	regular	HS	Und dir geben sie die Tapferkeitsmedallie.	
4055.800	0.480	FORREST	1	speech	regular	address	Ja, Sir	
4059.080	0.640	LT. DAN	1	speech	exclamation	none	Na, also	
4060.240	1.600	LT. DAN	1	speech	regular	HS	Dann ist ja alles bestens.	
4062.120	1.120	ERZAEHLER	1	speech	regular	HS	Er rollt eine Rampe runter.	
4063.440	1.640	LT. DAN	1	speech	regular	HS	Ich kann dazu nur eines sagen:	
4065.880	2.320	LT. DAN	1	speech	exclamation	none	Gottverdammtes Amerika	
4068.440	1.960	ERZAEHLER	1	speech	regular	HS	Auf der vereisten Schräge kommt er ins Schlittern.	
4071.800	0.200	LT. DAN	1	non	regular	none	ohhh	
4072.960	0.240	LT. DAN	1	non	regular	none	ahhhh	
4073.520	1.240	ERZAEHLER	1	speech	regular	HS	Der Rollstuhl fährt rückwärts.	
4076.000	0.800	LT. DAN	0	speech	exclamation	none	oh, scheiße	
4076.720	0.840	FORREST	1	speech	exclamation	address	Lt. Dan	
4077.600	0.440	ERZAEHLER	1	speech	regular	none	Abends	
4078.120	0.800	ERZAEHLER	1	speech	regular	HS	Er schiebt Dan.	
4078.920	49.240	HARRY NILSSON	0	song	regular	0	“Everybody's Talkin”	
4078.720	3.400	FORREST (V.O.)	1	speech	regular	HS;NS	Lt. Dan sagte, dass er in einem Hotel wohnt.	
4082.160	4.920	FORREST (V.O.)	1	speech	regular	NS;HS	Und weil er ja nun keine Beine hatte, verbrachte er die meiste Zeit damit seine Arme zu trainieren.	
4087.360	2.440	ERZAEHLER	1	speech	regular	HS	Dan hebt eine Schnapsflasche in einer Tüte zum Mund.	###ganze Szene###
4090.040	1.560	LT. DAN	0	speech	regular	complex	Nach rechts, rechts; wir wollen da rüber.	###
4091.440	0.520	FORREST	0	speech	regular	none	Okay	
4092.160	2.320	ERZAEHLER	1	speech	regular	HS	Im Rotlichtviertel schiebt er Dan durch einen Verkehrsstau.	
4094.480	0.360	TAXI DRIVER #1	1	speech	exclamation;commanding	none	Hey!	
4095.200	0.960	LT. DAN	1	non	regular	none	wäääääh	
4096.120	0.960	TAXI DRIVER #1	0	speech	commanding	none	Runter von der Straße!	
4097.200	1.160	FORREST	1	speech	asking	question	Was machen sie hier in New York?	#ihier is wieder cool#
4098.400	0.800	FORREST	1	speech	regular	address	Lt. Dan	
4099.240	2.640	LT. DAN	1	speech	regular	HS	Als Kriegskrüppel hänge ich an der Titte der Wohlfahrt.	
4101.840	1.360	ERZAEHLER	1	speech	regular	HS	Ein Taxi bremst dicht vor ihm.	
4103.520	1.320	LT. DAN	1	speech	regular	HS	Ich sauge sie aus.	
4104.880	1.400	LT. DAN	1	speech	exclamation	none	hey, hey, hey	
4106.320	0.880	LT. DAN	1	speech	asking	question	Bist du blind?	
4106.480	0.840	TAXI DRIVER #2	1	speech	commanding	imperative	Verpiss dich!	
4107.360	1.480	LT. DAN	1	speech	asking	question;NS	Siehst du nicht, dass ich hier gehe?	
4107.840	0.920	TAXI DRIVER #2	1	speech	regular	HS	Hast wohl nen Knall.	
4108.880	0.360	LT. DAN	1	non	regular	none	Aaaah	
4109.120	0.680	TAXI DRIVER #2	1	speech	commanding	imperative	Verpiss dich!	
4110.200	1.600	LT. DAN	1	speech	regular	imperative	Komm jetzt, weiter, weiter!	
4115.080	2.600	ERZAEHLER	1	speech	regular	none	Im Fernsehen mitsingende Soldaten in Vietnam	
4111.880	5.400	TELEVISION	1	singing;broadcast	regular	foreign		####christmASS lyrics#####
4118.040	3.600	FORREST (V.O.)	1	speech	regular	AND	Ich bin bei Lt. Dan geblieben und hab mit ihm die Feiertage verbracht.	
4122.040	2.800	ERZAEHLER	1	speech	regular	HS	Die beiden schauen die Übertragung der Weihnachtsfeier mit Bob Hope.	
4125.680	0.880	BOB HOPE	1	speech	regular	HS	Ihr seid großartig.	
4126.600	0.680	BOB HOPE	1	speech	regular	imperative	Fahrt nach Hause!	
4127.320	0.880	BOB HOPE	1	speech	regular	imperative	Gott schütze euch!	
4128.760	1.440	ERZAEHLER	1	speech	regular	HS	Tausende G.I.s stehen auf.	
4131.880	0.680	LT. DAN	1	speech	regular	imperative	Sag mal,...	
4132.560	1.480	LT. DAN	1	speech	asking;addendum	question	...hast du Jesus schon gefunden?	
4134.080	0.480	LT. DAN	1	speech	regular	address	Gump	
4135.920	15.240	MUSIC ON TV	0	song;broadcast	regular			#TV music#
4136.240	1.840	FORREST	1	speech	regular	HS;NS	Ich hab überhaupt nicht gewusst, dass ich ihn suchen soll.	
4138.120	0.200	FORREST	1	speech	regular	address	Sir	
4138.920	0.480	LT. DAN	1	non	regular	none	haha	
4140.320	1.360	LT. DAN	1	non	regular	none	hehehehöhö	
4141.800	1.880	ERZAEHLER	1	speech	regular	HS	Dan wirft seine ausgetrunkene Flasche weg.	
4146.080	2.160	LT. DAN	1	speech	regular	HS;NS	Ich sag dir, alle Krüppel im Versehrtenheim...	
4149.200	2.160	LT. DAN	1	speech	regular;addendum	NS	...reden die ganze Zeit von nichts anderem.	
4151.520	1.240	ERZAEHLER	1	speech	regular	HS	Er sieht in eine leere Flasche.	
4152.840	1.120	LT. DAN	1	speech	regular	none	Jesus hier	
4154.280	1.560	LT. DAN	1	speech	regular	none	und Jesus da.	
4156.840	2.080	LT. DAN	1	speech	asking	question	Hab ich Jesus gefunden?	
4159.720	2.000	LT. DAN	1	speech	regular	HS	Sie haben mir sogar einen Priester geschickt.	
4161.760	1.160	LT. DAN	1	speech	regular	HS	Der hat mit mir geredet.	
4163.680	0.760	LT. DAN	1	speech	regular	HS	Er hat gesagt:	
4164.560	1.200	LT. DAN	1	speech	regular	HS	Gott hört alles	direkte Rede
4166.400	1.600	LT. DAN	1	speech	regular;addendum	NS	Aber ich müsste mir schon selber helfen.	indirekte Rede
